train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc,train_loss,train_acc,val_loss,val_acc
2.7874097887039184,0.308925,1.9738439824253606,0.4822,4.096696873664856,0.069775,3.5156019031049346,0.1578,4.05894822769165,0.0759,3.4823510860101865,0.1586,4.09563597946167,0.0734,3.624796579440181,0.1449,3.9220627378463746,0.092025,3.245782269456516,0.1919,3.8682796941757203,0.099025,3.249511233533914,0.1983,2.396511053276062,0.3818,2.4537699382526044,0.3764,2.3868730749130247,0.38545,2.502628704229483,0.3736,2.383581586933136,0.384275,2.435808790758395,0.3821,1.991319447040558,0.471025,2.1185936272715606,0.4522,2.012815599822998,0.465575,2.1999822660756947,0.4365,4.079174032783508,0.07355,3.5060083454790205,0.1621,4.096261374473571,0.070625,3.5359438684420845,0.1549,4.101426099967957,0.070275,3.5557864039850693,0.1467,3.8384250820159913,0.107825,3.1268145078287337,0.2209,3.868830415916443,0.099075,3.1459661360365896,0.211,2.3679591681480407,0.3884,2.4553353001896183,0.386,2.374497302341461,0.3863,2.4701190802235953,0.374,2.3931911871910097,0.3839,2.4574366503249343,0.3781,1.9050225150108338,0.490475,2.094942211723937,0.4616,1.9402278230667114,0.483575,2.104943674593307,0.4612
1.825731369781494,0.513675,1.7266786860200924,0.543,3.3843423067092897,0.179925,3.0796907367035984,0.2403,3.3432116415023803,0.1892,3.064420452514015,0.2405,3.3655161931991575,0.185025,3.086515375600455,0.2396,3.02418504447937,0.241675,2.723840284271362,0.3049,3.0504833742141724,0.236675,2.8023232088302272,0.2923,2.2492842337608336,0.415475,2.4295561915388504,0.3876,2.2581349009513856,0.4123,2.420732823423684,0.3984,2.2394930914878843,0.414875,2.338953611568902,0.4057,1.8482698576450347,0.5067,2.154989921246855,0.4498,1.8727587124824523,0.49975,2.1186395723598834,0.4606,3.3259391576766966,0.19165,3.0763050458682613,0.2413,3.357531677818298,0.1845,3.1679795176838152,0.2283,3.348802065086365,0.1866,3.0846180039853714,0.2321,2.8702104197502134,0.273375,2.5880109109817604,0.3333,2.908797177696228,0.2666,2.6481396184561734,0.3196,2.225480292415619,0.419775,2.3742125384723796,0.3971,2.230952611255646,0.4165,2.397042698372667,0.3897,2.250222268295288,0.412575,2.3574804916930274,0.3993,1.7538042342662812,0.527825,2.0549064726113513,0.4736,1.7899420132637025,0.520475,2.084065509680361,0.4652
1.5201274906635285,0.589675,1.6338249555411049,0.5692,3.023258613586426,0.2501,2.875187791955357,0.2876,2.9922601543426515,0.258425,2.819764023771682,0.2937,2.9882400793075563,0.25845,2.8602917323858974,0.2906,2.6349093857765196,0.32645,2.470564540582724,0.3639,2.651331296825409,0.322875,2.5307770445704842,0.3502,2.1212342492103575,0.4436,2.3738561651577204,0.4007,2.1160258876800535,0.4445,2.334139599586828,0.4131,2.1123730286598206,0.444,2.3160938534873745,0.4167,1.7222780853271484,0.534975,2.0702014422645205,0.4656,1.7363418082714082,0.530425,2.0591679838137886,0.4745,2.9439450035095214,0.2633,2.7794685245702824,0.2979,2.9764562010765077,0.259025,2.8409731753717975,0.2922,2.9794149536132815,0.258,2.826699185295227,0.2879,2.489544086265564,0.361325,2.3498712804751656,0.3926,2.508146101284027,0.35215,2.384320263283702,0.3913,2.0967453604698183,0.447025,2.2999978370179,0.4172,2.100666763782501,0.44865,2.3170416027593155,0.4116,2.130966412734985,0.43815,2.3167811396022957,0.4129,1.6216950664520264,0.55985,1.9994566623395242,0.4858,1.6532623625278473,0.55285,2.1123185291077,0.4686
1.2933267085552216,0.64225,1.5279969913890947,0.596,2.763589971256256,0.30265,2.669868999015028,0.3303,2.7493939789772033,0.30725,2.7310481863661695,0.3217,2.74335092792511,0.306825,2.647980858342716,0.3385,2.36392483959198,0.38725,2.3618182899852913,0.3888,2.385284729576111,0.3812,2.3931818473072477,0.3876,1.9857129063606263,0.473775,2.2952473384503738,0.4192,2.0027146408081054,0.4709,2.330600396131936,0.4045,1.9851426738739013,0.474125,2.2736362984386114,0.4194,1.5931721710205078,0.56535,2.0287747611633886,0.4795,1.6193077568531036,0.55635,2.0545162430967387,0.4803,2.7022025015830993,0.31555,2.691953859390161,0.3237,2.724488753223419,0.31165,2.6299428539915968,0.3292,2.735205927371979,0.3065,2.6636235394036047,0.3251,2.222996125507355,0.418775,2.218320796284051,0.4301,2.2553030026435854,0.411025,2.2324946345612644,0.4239,1.9762592319488526,0.4737,2.303889700399039,0.4156,1.9777507859230041,0.47695,2.257009828433442,0.4333,2.0011140599250794,0.47,2.267371183005385,0.4272,1.4917217606067656,0.591025,2.1038710480680862,0.468,1.5222785650730133,0.581375,1.9840371612542735,0.4951
1.1084500805854798,0.687425,1.5334174695868081,0.5989,2.5655694261550903,0.343575,2.6058985756609006,0.3483,2.566124960041046,0.347325,2.563548222517434,0.3523,2.553802344799042,0.3462,2.553562986203276,0.3548,2.174226752281189,0.429425,2.2169246589794707,0.4246,2.1841090527534486,0.4282,2.25291048147427,0.422,1.8744735778331756,0.5002,2.289863053983012,0.4323,1.882317085647583,0.49595,2.290975198578149,0.4221,1.861169939994812,0.50025,2.2878642470691912,0.4233,1.4798611111164093,0.591825,2.0306959136987266,0.4801,1.4952803724765777,0.5864,2.123548311166489,0.4655,2.5172195892333984,0.355425,2.498916843828683,0.3719,2.5219815388679505,0.354175,2.5915969827304632,0.3487,2.5356889220237733,0.353875,2.5416348917415728,0.3584,2.017408153247833,0.4685,2.1174095880490142,0.4562,2.039607803440094,0.46165,2.1309794854051387,0.453,1.8647609044075013,0.500075,2.2902874638097357,0.425,1.8579049598693849,0.5033,2.2206973713426925,0.4428,1.889498990726471,0.49505,2.2350767679488697,0.4364,1.3793168480873108,0.613525,1.980704930643685,0.4967,1.4091121157646178,0.60805,2.0158005552931715,0.4876
